,
,
,
,
,
Tipo,Frecuencia (Hz)
0,"231,06"
0,"244,73"
0,"259,61"
0,"275,5"
1,"202,8"
0,"204,03"
0,"207,68"
0,"213,61"
0,"221,66"
0,"231,59"
0,"243,18"
0,"256,2"
0,"270,45"
0,"285,74"
2,"146,55"
1,"148,25"
1,"153,23"
1,"161,18"
1,"171,7"
1,"184,34"
1,"198,71"
1,"214,45"
1,"231,28"
1,"248,99"
1,"147,7"
0,"149,38"
0,"154,33"
0,"162,23"
0,"172,68"
0,"185,26"
0,"199,56"
0,"215,23"
0,"232,01"
0,"249,67"
1,"151,09"
0,"152,74"
0,"157,58"
0,"165,32"
0,"175,59"
0,"187,98"
0,"202,08"
0,"217,58"
0,"234,19"
0,"251,69"
1,"156,59"
0,"158,18"
0,"162,85"
0,"170,36"
0,"180,34"
0,"192,42"
0,"206,22"
0,"221,43"
0,"237,77"
0,"255,02"
1,"163,97"
0,"165,49"
0,"169,96"
0,"177,17"
0,"186,79"
0,"198,47"
0,"211,88"
0,"226,71"
0,"242,69"
0,"259,62"
1,173
0,"174,44"
0,"178,69"
0,"185,56"
0,"194,76"
0,206
0,"218,94"
0,"233,32"
0,"248,88"
0,"265,42"
1,"183,43"
0,"184,79"
0,"188,81"
0,"195,32"
0,"204,09"
0,"214,83"
0,"227,28"
0,"241,16"
0,"256,24"
0,"272,33"
1,"195,04"
0,"196,32"
0,"200,11"
0,"206,26"
0,"214,58"
0,"224,83"
0,"236,75"
0,"250,11"
0,"264,68"
0,"280,28"
1,"207,64"
0,"208,84"
0,"212,4"
0,"218,21"
0,"226,09"
0,"235,84"
0,"247,23"
0,"260,05"
0,"274,09"
0,"289,19"
1,"221,04"
0,"222,17"
0,"225,52"
0,231
0,"238,46"
0,"247,72"
0,"258,59"
0,"270,87"
0,"284,38"
0,"298,96"
2,"175,86"
1,"177,28"
1,"181,46"
1,"188,23"
1,"197,31"
1,"208,41"
1,"221,21"
1,"235,45"
1,"250,88"
1,"267,29"
1,"176,82"
0,"178,23"
0,"182,39"
0,"189,12"
0,"198,16"
0,"209,21"
0,"221,98"
0,"236,17"
0,"251,55"
0,"267,92"
1,"179,67"
0,"181,05"
0,"185,15"
0,"191,79"
0,"200,71"
0,"211,62"
0,"224,25"
0,"238,31"
0,"253,56"
0,"269,81"
1,"184,31"
0,"185,66"
0,"189,66"
0,"196,14"
0,"204,87"
0,"215,58"
0,"227,99"
0,"241,83"
0,"256,87"
0,"272,92"
1,"190,62"
0,"191,93"
0,"195,8"
0,"202,08"
0,"210,57"
0,221
0,"233,12"
0,"246,67"
0,"261,44"
0,"277,23"
1,"198,44"
0,"199,7"
0,"203,42"
0,"209,48"
0,"217,67"
0,"227,78"
0,"239,56"
0,"252,76"
0,"267,19"
0,"282,66"
1,"207,6"
0,"208,8"
0,"212,36"
0,"218,17"
0,"226,06"
0,"235,8"
0,"247,19"
0,"260,02"
0,"274,06"
0,"289,16"
1,"217,93"
0,"219,07"
0,"222,47"
0,"228,02"
0,"235,58"
0,"244,94"
0,"255,93"
0,"268,33"
0,"281,97"
0,"296,66"
1,"229,27"
0,"230,35"
0,"233,59"
0,"238,88"
0,"246,1"
0,"255,09"
0,"265,65"
0,"277,62"
0,"290,82"
